"IDENTIFIANT";"NDEG_FINESS_RPPS";"ANNEE_DE_RECEPTION";"ENCOURS_NB_RECLA_TOTAL";"ENCOURS_NB_RECLA_MOTIF_10";"ENCOURS_NB_RECLA_MOTIF_11";"ENCOURS_NB_RECLA_MOTIF_12";"ENCOURS_NB_RECLA_MOTIF_13";"ENCOURS_NB_RECLA_MOTIF_14";"ENCOURS_NB_RECLA_MOTIF_15";"ENCOURS_NB_RECLA_MOTIF_16";"ENCOURS_NB_RECLA_MOTIF_17";"ENCOURS_NB_RECLA_MOTIF_18";"ENCOURS_NB_RECLA_MOTIF_19";"ENCOURS_NB_RECLA_MOTIF_155";"ENCOURS_NB_RECLA_MOTIF_156";"CLOT_NB_RECLA_TOTAL";"CLOT_NB_RECLA_MOTIF_10";"CLOT_NB_RECLA_MOTIF_11";"CLOT_NB_RECLA_MOTIF_12";"CLOT_NB_RECLA_MOTIF_13";"CLOT_NB_RECLA_MOTIF_14";"CLOT_NB_RECLA_MOTIF_15";"CLOT_NB_RECLA_MOTIF_16";"CLOT_NB_RECLA_MOTIF_17";"CLOT_NB_RECLA_MOTIF_18";"CLOT_NB_RECLA_MOTIF_19";"CLOT_NB_RECLA_MOTIF_155";"CLOT_NB_RECLA_MOTIF_156"
"8302005152021";"830200515";"2021";;;;;;;;;;;;;;2;;1;;;;1;;;;;;2
"8302005152023";"830200515";"2023";;;;;;;;;;;;;;1;;1;1;;;;;;;;;
"8302005232023";"830200523";"2023";;;;;;;;;;;;;;1;;;1;;;1;;;;;;
"8302010422021";"830201042";"2021";;;;;;;;;;;;;;2;;2;;;;;;;;;;
"8302010422022";"830201042";"2022";;;;;;;;;;;;;;1;;;;1;;1;;;;;;
"8302010422023";"830201042";"2023";2;;;1;;;2;;;;;;;1;;;1;1;;1;;;;;;
"8302011172021";"830201117";"2021";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"8302011172022";"830201117";"2022";;;;;;;;;;;;;;2;;;;;;2;;1;;;;
"8302027432021";"830202743";"2021";1;;1;;;;1;;;;;;;1;;;1;;;1;;;;;;
"8302027432022";"830202743";"2022";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"8302062982022";"830206298";"2022";1;1;;;;;;;;;;;1;;;;;;;;;;;;;
"8302063972022";"830206397";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8302064472022";"830206447";"2022";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"8302064702022";"830206470";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8302064702023";"830206470";"2023";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8302065792023";"830206579";"2023";2;1;1;;;;2;;;;;;;;;;;;;;;;;;;
"8302065792024";"830206579";"2024";1;;;;;;1;;;;;;;;;;;;;;;;;;;
"8302070802023";"830207080";"2023";;;;;;;;;;;;;;1;;;1;;;1;1;;;;;
"8302071142022";"830207114";"2022";;;;;;;;;;;;;;2;;1;1;;1;;1;;;;;
"8302073042021";"830207304";"2021";;;;;;;;;;;;;;1;1;;1;;;;;;;;;
"8302073042022";"830207304";"2022";;;;;;;;;;;;;;2;1;2;2;;;1;;;;;;
"8302073042023";"830207304";"2023";2;;;;;;2;;;;;;;3;;1;;;;2;;;;;;
"8302074782022";"830207478";"2022";;;;;;;;;;;;;;2;;;1;;;2;;;;;;
"8302074782023";"830207478";"2023";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"8302082942021";"830208294";"2021";;;;;;;;;;;;;;1;;;1;;;1;;;;;;
"8302108452022";"830210845";"2022";1;;1;1;;;;;;;;;1;;;;;;;;;;;;;
"8302111732022";"830211173";"2022";;;;;;;;;;;;;;2;;;2;;;2;;;;;;
"8302111732023";"830211173";"2023";1;;;1;;;;;;;;;;;;;;;;;;;;;;
"8302113142023";"830211314";"2023";1;;1;;;;1;;;;;;;;;;;;;;;;;;;
"8302116782022";"830211678";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8302117022023";"830211702";"2023";2;;2;;;;1;1;;;;;;;;;;;;;;;;;;
"8302120802023";"830212080";"2023";1;;1;1;;;1;;;;;;;1;;;;;;1;;;;;;
"8302121062023";"830212106";"2023";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"8302124112023";"830212411";"2023";;;;;;;;;;;;;;1;;1;;;;1;;;;;;
"8302124292022";"830212429";"2022";;;;;;;;;;;;;;1;1;1;;;;1;;;;;;
"8302125692022";"830212569";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8302125692023";"830212569";"2023";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8302127592023";"830212759";"2023";;;;;;;;;;;;;;1;;;;;1;1;;;;;;
"8302128742023";"830212874";"2023";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8302129162023";"830212916";"2023";1;;1;;;;;;;;;;;;;;;;;;;;;;;
"8302134352023";"830213435";"2023";;;;;;;;;;;;;;1;;1;;;;1;;;;;;
"8302137162023";"830213716";"2023";;;;;;;;;;;;;;2;;1;;;;1;;;;;;
"8302138492022";"830213849";"2022";1;;;;;;;;;;;;;;;;;;;;;;;;;
"8302138722022";"830213872";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8302139302021";"830213930";"2021";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"8302139302022";"830213930";"2022";1;;;1;;;;;;;;;;1;;1;;;;;;;;;;
"8302140292023";"830214029";"2023";1;;1;;;;;1;;;;;;;;;;;;;;;;;;
"8302145082022";"830214508";"2022";;;;;;;;;;;;;;1;1;1;;;;;;;;;;
"8302150342022";"830215034";"2022";;;;;;;;;;;;;;1;;1;;;;1;;;;;;
"8302150342023";"830215034";"2023";;;;;;;;;;;;;;1;;;;;;1;1;;;;;
"8302150422021";"830215042";"2021";;;;;;;;;;;;;;1;;1;1;;;1;;;;;;
"8302150422022";"830215042";"2022";;;;;;;;;;;;;;3;1;2;1;;;2;;;;;;
"8302151412022";"830215141";"2022";;;;;;;;;;;;;;1;;;1;;1;1;;;;;;
"8302151582022";"830215158";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8302151582023";"830215158";"2023";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8302151742022";"830215174";"2022";;;;;;;;;;;;;;2;;1;;;;1;;1;;;;
"8302151822021";"830215182";"2021";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"8302151822022";"830215182";"2022";;;;;;;;;;;;;;1;1;;;;;1;;;;;;
"8302153492022";"830215349";"2022";1;;;1;1;;;;;;;;;;;;;;;;;;;;;
"8302153492023";"830215349";"2023";;;;;;;;;;;;;;1;;1;;;;1;;;;;;
"8302155392021";"830215539";"2021";;;;;;;;;;;;;;2;1;1;;;;;;;;;;
"8302155392022";"830215539";"2022";;;;;;;;;;;;;;3;3;2;1;1;;;;;;;;
"8302155392023";"830215539";"2023";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8302156122022";"830215612";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8302156122023";"830215612";"2023";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8302158102022";"830215810";"2022";;;;;;;;;;;;;;1;1;;;;1;;;;;;;
"8302158692021";"830215869";"2021";;;;;;;;;;;;;;1;;1;1;1;;;;;;;;
"8302158692022";"830215869";"2022";;;;;;;;;;;;;;2;;;1;;;1;1;;;;;
"8302160732022";"830216073";"2022";1;;;;1;;;;;;;;;2;1;1;;;;2;;;;;;
"8302161642022";"830216164";"2022";;;;;;;;;;;;;;1;;;;;;;1;;;;;
"8302161722021";"830216172";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"8302161722022";"830216172";"2022";;;;;;;;;;;;;;2;;;1;;;2;;;;;;
"8302163132023";"830216313";"2023";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8302164122022";"830216412";"2022";;;;;;;;;;;;;;1;;;;;;;1;;;;;
"8400002852021";"840000285";"2021";;;;;;;;;;;;;;2;2;1;1;;;;;1;;;;1
"8400002852022";"840000285";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8400003432021";"840000343";"2021";;;;;;;;;;;;;;3;;2;1;;;2;;;;;;1
"8400003432022";"840000343";"2022";1;;1;;;;1;;;;;;;3;;1;1;;;1;1;;;;;
"8400003432023";"840000343";"2023";3;;;;;;3;;;;;;;1;;;1;;;;;;;;;
"8400003922021";"840000392";"2021";;;;;;;;;;;;;;2;;1;2;;;;;;;;;1
"8400003922022";"840000392";"2022";;;;;;;;;;;;;;4;;1;3;1;;3;;;;;;1
"8400004182021";"840000418";"2021";1;;;1;;;1;;;;;;;2;;1;2;;;2;;;;;;
"8400004182022";"840000418";"2022";1;1;;;1;;;;;;;;;6;;1;2;;;4;2;;;;;
"8400004182023";"840000418";"2023";1;;;;;;1;;;;;;;2;1;1;;;;;;;;;;
"8400004262023";"840000426";"2023";;;;;;;;;;;;;;1;;;;;;;;1;;;;
"8400004832021";"840000483";"2021";;;;;;;;;;;;;;9;;2;4;;;3;;1;;;;1
"8400004832022";"840000483";"2022";;;;;;;;;;;;;;10;;3;5;;;5;;;;;1;
"8400004832023";"840000483";"2023";1;;;;;;;;;;;1;;1;;1;1;;;;;;;;;
"8400004912021";"840000491";"2021";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"8400004912022";"840000491";"2022";;;;;;;;;;;;;;2;1;;1;;;2;;;;;;
"8400004912023";"840000491";"2023";;;;;;;;;;;;;;1;;1;;;;1;1;;;;;
"8400005092022";"840000509";"2022";1;;;;;;;1;;;;;;;;;;;;;;;;;;
"8400005252022";"840000525";"2022";1;;;1;;;1;;;;;;1;3;;1;;;;1;1;1;;;;
"8400005332021";"840000533";"2021";;;;;;;;;;;;;;1;;;1;;;1;;;;;;
"8400005332022";"840000533";"2022";;;;;;;;;;;;;;1;;;1;;;1;;;;;;
"8400005412021";"840000541";"2021";;;;;;;;;;;;;;2;;1;;;;1;;;;;;
"8400005412023";"840000541";"2023";;;;;;;;;;;;;;1;;;;;;;1;;;;;
"8400018612021";"840001861";"2021";1;;1;1;;;1;;;;;;;13;;4;5;;1;6;1;1;;;;2
"8400018612022";"840001861";"2022";2;1;1;;;;2;;;;;;;11;2;4;1;;;5;1;;;;;
"8400018612023";"840001861";"2023";5;;3;1;;;3;;1;;;;;13;1;4;2;;;9;2;;;;;
"8400020422022";"840002042";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8400020592022";"840002059";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8400020592023";"840002059";"2023";1;;;;;;1;;;;;;;2;;2;1;;;;;;;;;
"8400020752023";"840002075";"2023";1;;1;;;;;;;;;;;;;;;;;;;;;;;
"8400020912021";"840002091";"2021";;;;;;;;;;;;;;1;1;1;;;;;;;;;;
"8400021092022";"840002109";"2022";;;;;;;;;;;;;;1;;;;1;;;;;;;;
"8400021332021";"840002133";"2021";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8400021332022";"840002133";"2022";;;;;;;;;;;;;;1;;1;1;;;1;;;;;;
"8400021662021";"840002166";"2021";;;;;;;;;;;;;;1;;1;;;;;1;;;;;1
"8400021662023";"840002166";"2023";;;;;;;;;;;;;;1;;;1;;;1;;;;;;
"8400021822021";"840002182";"2021";;;;;;;;;;;;;;1;;1;;;;1;;;;;;
"8400021902022";"840002190";"2022";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"8400021902023";"840002190";"2023";2;;2;;;;;;;;;;;;;;;;;;;;;;;
"8400022082022";"840002208";"2022";;;;;;;;;;;;;;2;;2;;;;2;;;;;;
"8400022162022";"840002216";"2022";;;;;;;;;;;;;;1;1;;1;;;1;;;;;;
"8400022242022";"840002224";"2022";;;;;;;;;;;;;;1;1;;;;;1;;;;;;
"8400023072022";"840002307";"2022";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"8400024222021";"840002422";"2021";;;;;;;;;;;;;;1;;;;;;1;;;;;;1
"8400024222022";"840002422";"2022";;;;;;;;;;;;;;1;;;;1;;;;;;;;
"8400024302021";"840002430";"2021";;;;;;;;;;;;;;1;;;1;;;1;;;;;;
"8400024302023";"840002430";"2023";;;;;;;;;;;;;;1;;1;;;;1;;;;;;
"8400024482023";"840002448";"2023";;;;;;;;;;;;;;1;;1;;;;1;;;;;;
"8400060762023";"840006076";"2023";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"8400060842023";"840006084";"2023";;;;;;;;;;;;;;1;;;;;;;;;1;;;
"8400065222021";"840006522";"2021";;;;;;;;;;;;;;1;;1;;;;;1;;;;;1
"8400065632022";"840006563";"2022";;;;;;;;;;;;;;1;1;;;;;1;;;;;;
"8400074132022";"840007413";"2022";;;;;;;;;;;;;;2;;2;;;;;;;;;1;
"8400074132023";"840007413";"2023";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8400075872021";"840007587";"2021";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"8400076452021";"840007645";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"8400076782022";"840007678";"2022";;;;;;;;;;;;;;2;1;1;1;1;;;;;;;;
"8400077852023";"840007785";"2023";;;;;;;;;;;;;;1;;;;;1;;;;;;1;
"8400079592022";"840007959";"2022";;;;;;;;;;;;;;3;;2;1;;;1;1;;;;;
"8400083792023";"840008379";"2023";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"8400106232023";"840010623";"2023";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8400110192023";"840011019";"2023";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"8400110432021";"840011043";"2021";;;;;;;;;;;;;;1;;1;1;;1;;;;;;;
"8400113402023";"840011340";"2023";;;;;;;;;;;;;;1;;;;;1;;;;;;;
"8400114152022";"840011415";"2022";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"8400114152023";"840011415";"2023";1;1;1;1;;;;;;;;;;;;;;;;;;;;;;
"8400116622022";"840011662";"2022";;;;;;;;;;;;;;2;;1;;;;2;;;;;;
"8400116622023";"840011662";"2023";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8400116882022";"840011688";"2022";;;;;;;;;;;;;;1;;;;;;;1;;;;;
"8400116962022";"840011696";"2022";;;;;;;;;;;;;;1;;1;1;;;1;;;;;;
"8400117202021";"840011720";"2021";;;;;;;;;;;;;;1;;;;;;1;1;;;;;
"8400117202023";"840011720";"2023";;;;;;;;;;;;;;2;;2;2;;;1;;;;;;
"8400117462021";"840011746";"2021";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8400117462022";"840011746";"2022";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"8400117462023";"840011746";"2023";;;;;;;;;;;;;;2;;;1;;1;2;;;;;;
"8400117532022";"840011753";"2022";;;;;;;;;;;;;;1;;;;1;;;;;;;;
"8400117532023";"840011753";"2023";1;;;1;;;1;;;;;;;;;;;;;;;;;;;
"8400118032023";"840011803";"2023";;;;;;;;;;;;;;1;;;;;;;1;;;;;
"8400122232021";"840012223";"2021";;;;;;;;;;;;;;1;;;;;;;;1;;;;
"8400124702021";"840012470";"2021";1;;1;1;;;1;;;;;;;;;;;;;;;;;;;
"8400128432023";"840012843";"2023";;;;;;;;;;;;;;1;;;;;;1;;1;;;;
"8400133122021";"840013312";"2021";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"8400134452021";"840013445";"2021";;;;;;;;;;;;;;1;1;;1;;;;;;;;;1
"8400134452023";"840013445";"2023";;;;;;;;;;;;;;1;;;1;;;1;;;;;;
"8400137672022";"840013767";"2022";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"8400137672023";"840013767";"2023";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8400145262021";"840014526";"2021";;;;;;;;;;;;;;1;;;1;;;1;;;;;;
"8400148492022";"840014849";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8400155982021";"840015598";"2021";;;;;;;;;;;;;;1;;1;1;;;;;;;;;
"8400155982022";"840015598";"2022";;;;;;;;;;;;;;1;;;;;;1;1;;;;;1
"8400167372022";"840016737";"2022";;;;;;;;;;;;;;2;;;;;;1;1;;;;;
"8400167372023";"840016737";"2023";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"8400167942022";"840016794";"2022";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"8400172142022";"840017214";"2022";1;;;;;;;;;;;;1;2;1;;;1;;1;;;;;;
"8400172482021";"840017248";"2021";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"8400172892022";"840017289";"2022";;;;;;;;;;;;;;1;;;1;1;;;;;;;;
"8400176932021";"840017693";"2021";;;;;;;;;;;;;;1;;;;;;;1;;;;;
"8400182042022";"840018204";"2022";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"8400182042023";"840018204";"2023";1;;;;;;1;;;;;;;;;;;;;;;;;;;
"8400183372023";"840018337";"2023";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8400187742021";"840018774";"2021";;;;;;;;;;;;;;1;;1;1;;;1;;;;;;
"8400192022022";"840019202";"2022";;;;;;;;;;;;;;1;;1;;;;1;;;;;;
"8400192282023";"840019228";"2023";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"8400193192023";"840019319";"2023";1;;;;;1;;;;;;;;;;;;;;;;;;;;
"8400209602022";"840020960";"2022";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"8400220572023";"840022057";"2023";;;;;;;;;;;;;;1;;;;1;;;;;;;;
"8500001182022";"850000118";"2022";1;;;1;;;;;;;;;;1;;1;;;;;;;;;;
"8500001262021";"850000126";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"8500001342021";"850000134";"2021";1;;;1;;;;;;;;;;;;;;;;;;;;;;
"8500001342022";"850000134";"2022";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"8500001422021";"850000142";"2021";1;;;1;;;;;;;;;;3;;;3;;;1;;;;;;
"8500001422022";"850000142";"2022";1;;1;;;;;;;;;;;3;;;;;;2;;;;;1;
"8500001422023";"850000142";"2023";2;;;2;;;;;;;;;;;;;;;;;;;;;;
"8500001592022";"850000159";"2022";1;;1;;;;1;;;;;;;;;;;;;;;;;;;
"8500001592023";"850000159";"2023";1;;;;;;;1;;;;;;;;;;;;;;;;;;
"8500001672021";"850000167";"2021";1;;;;;;;;;;;1;;;;;;;;;;;;;;
"8500001752021";"850000175";"2021";;;;;;;;;;;;;;5;;;4;;;1;1;;;;;1
"8500001752022";"850000175";"2022";2;;;2;1;;;;;;;;;8;;1;5;1;;1;;;;;1;
"8500001752023";"850000175";"2023";1;;;;;;;1;;;;;;;;;;;;;;;;;;
"8500001832021";"850000183";"2021";1;;;1;;;;;;;;;;3;;;;1;;;1;;;;;1
"8500001832022";"850000183";"2022";2;;;2;;;;;;;;;;;;;;;;;;;;;;
"8500001832023";"850000183";"2023";1;;;1;;;;;;;;;;;;;;;;;;;;;;
"8500002092021";"850000209";"2021";1;;;1;;;;;;;;;;3;;;1;;;;;;;;1;1
"8500002092022";"850000209";"2022";1;;;1;;;;;;;;;;;;;;;;;;;;;;
"8500002092023";"850000209";"2023";1;;1;;;;;;;;;;;;;;;;;;;;;;;
"8500002412021";"850000241";"2021";2;;1;;;;1;;;;;;;2;;;1;;;2;;;;;;
"8500002412022";"850000241";"2022";4;;1;1;1;;1;;;;;1;;4;;;2;;;;1;;;;;1
"8500002412023";"850000241";"2023";1;;;1;;;1;;;;;;;;;;;;;;;;;;;
"8500002582021";"850000258";"2021";1;;;1;;;;;;;;;;2;;;2;;;;;;;;;
"8500002582022";"850000258";"2022";3;;;2;;1;;;;;;;;;;;;;;;;;;;;
"8500002582023";"850000258";"2023";1;;;1;;;;;;;;;;;;;;;;;;;;;;
"8500002742021";"850000274";"2021";1;;;;;;1;;;;;;;;;;;;;;;;;;;
"8500006472022";"850000647";"2022";1;;;1;;;;;;;;;;;;;;;;;;;;;;
"8500021632022";"850002163";"2022";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"8500021712022";"850002171";"2022";1;;1;;;;;;;;;;1;;;;;;;;;;;;;
"8500021892021";"850002189";"2021";1;;;;;;;;;;;1;;;;;;;;;;;;;;
"8500022542021";"850002254";"2021";1;;;1;;;;;;;;;;;;;;;;;;;;;;
"8500022542022";"850002254";"2022";3;;1;;1;;1;;;;;;;1;;1;;;;;;;;;;
"8500022542023";"850002254";"2023";1;;1;;1;;;;;;;;;;;;;;;;;;;;;
"8500024292022";"850002429";"2022";1;;1;;;;;;;;;;1;;;;;;;;;;;;;
"8500030882022";"850003088";"2022";1;;;;1;;;;;;;;;;;;;;;;;;;;;
"8500031792021";"850003179";"2021";;;;;;;;;;;;;;1;;;;1;;;;;;;;
"8500031792022";"850003179";"2022";1;;;;1;;;;;;;;;;;;;;;;;;;;;
"8500031952021";"850003195";"2021";;;;;;;;;;;;;;1;;;1;;;;1;;;;;
"8500032292022";"850003229";"2022";1;;;;;;;;;;;;1;;;;;;;;;;;;;
"8500032782022";"850003278";"2022";1;;1;;;;;;;;;;;;;;;;;;;;;;;
"8500033022022";"850003302";"2022";1;;;;;;1;;;;;;;;;;;;;;;;;;;
"8500034922021";"850003492";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"8500035672022";"850003567";"2022";1;;;1;;;;;;;;;;;;;;;;;;;;;;
"8500035672023";"850003567";"2023";1;;;;;;1;;;;;;;;;;;;;;;;;;;
"8500036172021";"850003617";"2021";1;;;1;;;;;;;;;;1;;;;;1;;;;;;;
"8500036172022";"850003617";"2022";1;;;;;1;;;;;;;;;;;;;;;;;;;;
"8500038492022";"850003849";"2022";1;;;;;;;;;;;;1;;;;;;;;;;;;;
"8500038722021";"850003872";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"8500039062022";"850003906";"2022";;;;;;;;;;;;;;1;;1;;1;;;;;;;;
"8500039302021";"850003930";"2021";;;;;;;;;;;;;;2;1;;;1;;;2;;;;;
"8500039302022";"850003930";"2022";;;;;;;;;;;;;;1;;;1;1;;;;;;;;
"8500039632022";"850003963";"2022";;;;;;;;;;;;;;1;;;;;;;;1;;;;
"8500048702021";"850004870";"2021";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8500052572021";"850005257";"2021";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"8500065452021";"850006545";"2021";2;1;;1;2;;1;;;;;;;2;;;1;1;;;1;;;;;
"8500082362022";"850008236";"2022";1;1;1;;;;;;;;;;;;;;;;;;;;;;;
"8500090442021";"850009044";"2021";1;1;1;;;;;;;;;;;;;;;;;;;;;;;
"8500091682021";"850009168";"2021";1;;;;;;;;;;;1;;;;;;;;;;;;;;
"8500096302022";"850009630";"2022";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"8500099522021";"850009952";"2021";1;;;;;;;;;;;;1;;;;;;;;;;;;;
"8500103982021";"850010398";"2021";1;;;1;;;;;;;;;;;;;;;;;;;;;;
"8500112302023";"850011230";"2023";1;;;;;;1;;;;;;;;;;;;;;;;;;;
"8500118422022";"850011842";"2022";;;;;;;;;;;;;;5;1;4;;1;;;;;;;;
"8500118832022";"850011883";"2022";1;;;;;;1;;;;;;;;;;;;;;;;;;;
"8500147962022";"850014796";"2022";1;1;;;;;;;;;;;;;;;;;;;;;;;;
"8500156372022";"850015637";"2022";1;;;;;;;;;;;;1;;;;;;;;;;;;;
"8500165692021";"850016569";"2021";;;;;;;;;;;;;;2;;1;;;;;;1;;;;
"8500166272022";"850016627";"2022";1;;;;;;1;;;;;;;;;;;;;;;;;;;
"8500168662022";"850016866";"2022";1;;;;;;1;;;;;;;;;;;;;;;;;;;
"8500173022021";"850017302";"2021";;;;;;;;;;;;;;1;;;1;;;;;;;;;1
"8500178152023";"850017815";"2023";1;;1;;;;;;;;;;;;;;;;;;;;;;;
"8500182922022";"850018292";"2022";1;1;1;;;;;;;;;;;;;;;;;;;;;;;
"8500196962023";"850019696";"2023";;;;;;;;;;;;;;;;;;;;;;;;;;
"8500203222021";"850020322";"2021";1;;;;1;;;;;;;;;;;;;;;;;;;;;
"8500203482023";"850020348";"2023";1;;1;;;;;;;;;;;;;;;;;;;;;;;
"8500204052021";"850020405";"2021";2;;;;;;;;;;;;2;;;;;;;;;;;;;
"8500204542021";"850020454";"2021";2;;;;;2;;;;;;;;;;;;;;;;;;;;
"8500204542022";"850020454";"2022";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"8500204702021";"850020470";"2021";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"8500204702022";"850020470";"2022";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"8500204882021";"850020488";"2021";1;1;;;;;;;;;;;;1;;;;;;1;1;;;;;
"8500204882022";"850020488";"2022";1;;;1;1;;;;;;;;;;;;;;;;;;;;;
"8500206452022";"850020645";"2022";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"8500210642021";"850021064";"2021";1;;;1;;;;;;;;;;;;;;;;;;;;;;
"8500215442021";"850021544";"2021";;;;;;;;;;;;;;1;;;;;1;;;;;;;
"8500217752021";"850021775";"2021";1;;;;;;;;;;;1;;;;;;;;;;;;;;
"8500224192023";"850022419";"2023";2;;1;;1;;;;;;;;;;;;;;;;;;;;;
"8500227812021";"850022781";"2021";;;;;;;;;;;;;;1;;;;;1;;;;;;;
"8500227812022";"850022781";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8500230452022";"850023045";"2022";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"8500239612022";"850023961";"2022";;;;;;;;;;;;;;1;;;;;;;1;;;;;
"8500244562021";"850024456";"2021";1;;;1;;;;;;;;;;;;;;;;;;;;;;
"8500244562022";"850024456";"2022";1;;1;;;;;;;;;;;;;;;;;;;;;;;
"8500256022022";"850025602";"2022";1;;1;;1;;;;;;;;;;;;;;;;;;;;;
"8500260302021";"850026030";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"8500269562021";"850026956";"2021";;;;;;;;;;;;;;1;;;1;1;;;1;;;;;
"8600000172021";"860000017";"2021";;;;;;;;;;;;;;1;;;1;;;1;;;;;;
"8600000172023";"860000017";"2023";2;;;;;1;1;;;;;;;3;;;;;1;2;;;;;;
"8600000252021";"860000025";"2021";;;;;;;;;;;;;;1;;1;;;;1;;;;;;
"8600000252022";"860000025";"2022";;;;;;;;;;;;;;3;;;1;;;;1;;;;;
"8600000252023";"860000025";"2023";1;;;;;;1;;;;;;;3;;1;;;2;;;;;;;
"8600000332021";"860000033";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"8600000332022";"860000033";"2022";;;;;;;;;;;;;;6;;;1;1;;3;;;;;;2
"8600000582022";"860000058";"2022";;;;;;;;;;;;;;1;;;1;1;;1;;;;;;
"8600000582023";"860000058";"2023";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"8600002232021";"860000223";"2021";;;;;;;;;;;;;;28;;11;11;;1;9;3;;1;;;8
"8600002232022";"860000223";"2022";;;;;;;;;;;;;;27;;4;13;;3;6;3;;;;3;2
"8600002232023";"860000223";"2023";7;;;4;1;2;3;1;;;;;;14;;;4;;2;3;1;1;;;2;2
"8600002232024";"860000223";"2024";2;;;1;;1;;;;;;;;;;;;;;;;;;;;
"8600064022022";"860006402";"2022";;;;;;;;;;;;;;2;;1;;;;1;;;;;;
"8600064022023";"860006402";"2023";;;;;;;;;;;;;;1;;;;1;;;1;;;;;
"8600064692022";"860006469";"2022";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"8600065682023";"860006568";"2023";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"8600066832022";"860006683";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8600067742023";"860006774";"2023";;;;;;;;;;;;;;1;;;;;;1;;;;;;
